game_id,timestamp,secret_word,winner_side,mister_white_player,mister_white_provider,mister_white_model,eliminated_player,eliminated_provider,eliminated_model,total_votes_cast,vote_counts_json
1,2025-09-16T18:21:18.343996,Pillow,mister_white,Emily,mistral,mistral-medium-latest,Sarah,mistral,mistral-large-latest,5,"{'Sarah': 3, 'John': 1, 'Emily': 1}"
2,2025-09-16T18:21:40.303332,car,citizens,John,openai,gpt-4o,John,openai,gpt-4o,5,{'John': 5}
